id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32814792,Casa Ancora- Incredible Sea Views,174965876,Carmen,Cascais,Alcabideche,38.75219,-9.45582,Private room,80,4,35,2022-11-01,0.77,1,180,12,55492/2018
32739326,"Chic 1-bed flat, moments to Rato subway",1756107,Altido,Lisboa,Santo Antnio,38.71931,-9.15027,Entire home/apt,76,2,45,2022-11-23,0.98,228,287,33,92179/AL
32756314,Renovated central apartment with sunny terrace,5315701,Nick,Lisboa,Misericrdia,38.71042,-9.15174,Entire home/apt,82,3,50,2022-10-25,1.11,3,5,16,54143/AL
32827021,Liberty Penthouse 3BR Duplex - by LU Holidays,239513511,Goncalo & Miku,Lisboa,Santo Antnio,38.71863,-9.15068,Entire home/apt,111,1,181,2022-11-26,3.95,31,94,53,24737/AL
33275266,Economy Single Room (Room 6),237496070,Maria,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80295,-9.38124,Private room,26,1,47,2022-11-17,1.05,7,169,28,83952/AL
32832345,Lisbon Bairro Alto - Salgadeiras Suites 1D,38840564,Pedro Salgado,Lisboa,Misericrdia,38.71045,-9.14305,Entire home/apt,93,2,29,2022-12-02,0.65,6,274,11,18319/AL
32841088,Lisbon Center -  Stay & Visit Lisbon neighborhoods,19884024,Marco,Lisboa,Santa Maria Maior,38.71763,-9.13411,Entire home/apt,49,1,20,2022-10-31,2.35,14,151,20,60335/AL
33112671,Casa da Guida,174032838,Margarida,Mafra,Carvoeira,38.93433,-9.41323,Entire home/apt,28,2,60,2022-12-10,1.38,1,83,30,95119/AL
33112871,Stylish Flat in Graça Traditional Neighborhood,249245929,André & Bruno,Lisboa,Penha de Frana,38.72275,-9.12926,Entire home/apt,76,3,66,2022-12-05,1.49,1,217,29,89507/AL
33275508,Standard Suite (Room 7),237496070,Maria,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80295,-9.38124,Private room,48,1,36,2022-11-06,0.80,7,336,17,83952/AL
33281223,LO Surfcamp Double Bed Room private,157809338,Birgit,Mafra,Carvoeira,38.947826,-9.410665,Private room,50,3,31,2022-09-28,0.74,11,162,9,59119/AL
33287347,Beach & surf & wine & golf,250685046,Margarida,Torres Vedras,Silveira,39.13472,-9.37968,Entire home/apt,60,5,11,2022-10-16,0.26,1,346,5,86852/AL
33124084,Casa das Conchas Suite in a Villa with Sea View,126291729,Olívia,Mafra,Ericeira,38.9715,-9.41683,Private room,45,2,1,2019-07-13,0.02,1,9,0,43685/AL
33126884,Casa cheia de Graça (Lovely House),132224772,Sara,Lisboa,So Vicente,38.71762,-9.13152,Entire home/apt,120,2,171,2022-12-11,3.78,3,260,72,88450/AL
32842681,Madre Deus Guest House !!!,247071230,Luis And Sandra,Lisboa,Beato,38.73219,-9.11314,Entire home/apt,100,2,32,2022-11-10,0.72,1,337,4,92307/AL
32843775,CITY INN LISBON APARTMENTS 2F,86763396,Jay,Lisboa,Santa Maria Maior,38.71514,-9.13495,Entire home/apt,160,1,7,2022-09-18,0.16,2,363,4,67213/AL
33288154,Casa Luz,250690860,Giulia,Lisboa,Santo Antnio,38.72741,-9.146,Entire home/apt,120,3,88,2022-11-27,1.95,1,185,40,92372/AL
32855174,Beach House Cascais - Experience relaxing holidays,27460020,Silvia,Cascais,Cascais e Estoril,38.70245,-9.38719,Entire home/apt,60,3,28,2022-12-03,0.63,2,345,11,91115/AL
33130531,Lisboa - Sete Rios - 5 min.  Jardim Zoo. c/terraço,140243657,Ricardo,Lisboa,Avenidas Novas,38.74227,-9.16119,Entire home/apt,90,2,20,2022-09-27,0.45,13,125,4,92373/AL
33131005,Sta Catarina Roof Flat,207402423,Paula,Lisboa,Misericrdia,38.71058,-9.14681,Entire home/apt,77,3,144,2022-12-06,3.21,4,75,53,85287/AL
33134891,Arroios 169,112390575,Jason & Deborah,Lisboa,Arroios,38.73438,-9.1326,Entire home/apt,81,2,65,2022-11-06,1.45,4,54,28,40148/AL
33294595,Art-Deco Apartment in Belém III,84627990,Sarah & Pedro,Lisboa,Ajuda,38.70361,-9.19953,Entire home/apt,49,1,151,2022-12-05,3.36,40,235,63,93322/AL
33294661,BOA LISBOA Experience Lisbon house,29411085,Yiguang,Lisboa,Arroios,38.72497,-9.13347,Private room,30,2,25,2022-07-20,0.57,3,0,2,60980/AL
33135839,Alfama cozy flat,249458098,Lili & Nelson,Lisboa,Santa Maria Maior,38.71206,-9.13054,Entire home/apt,75,2,62,2020-03-18,1.37,1,70,0,86690/AL
33298868,ALFAMA CHIC RUA DOS REMÉDIOS,6194055,Maciel,Lisboa,Santa Maria Maior,38.7116,-9.1258,Entire home/apt,269,2,32,2022-11-28,1.14,6,243,28,81178/AL
32859320,Quarto Penha de França,247204275,Del,Lisboa,Penha de Frana,38.73171,-9.12752,Private room,35,1,57,2022-10-28,1.27,1,138,39,Exempt
32862916,MyPlace - Lisbon - Luxury Trindade III,701650,MyPlaceLisbon,Lisboa,Santa Maria Maior,38.71111,-9.1428,Entire home/apt,185,2,36,2022-11-04,0.81,10,252,25,88037/al
33304970,Sweet Bedroom in the City Centre,1208572,Felipe,Lisboa,Arroios,38.73241,-9.13391,Private room,28,1,25,2022-09-29,0.56,23,199,14,45811/AL
33136706,1881 Historical duplex Suite,309037822,Frederico,Lisboa,Alcntara,38.70169,-9.19033,Entire home/apt,70,3,39,2022-11-27,0.87,3,142,12,92129/AL
33315246,Suíte  - 5 minutos - Aeroporto - Altice Arena,74792458,António,Lisboa,Olivais,38.77765,-9.12032,Entire home/apt,59,1,266,2022-12-04,5.87,19,342,142,59309/2016
33137806,River view and stylish apt in historical Lisbon!,43837299,Joana,Lisboa,So Vicente,38.71422,-9.12718,Entire home/apt,79,3,131,2022-11-28,2.94,9,318,54,86467/AL
32867429,VW T3 Camper Classic  Surf Home,105525214,Mario,Mafra,Ericeira,38.96076,-9.41631,Entire home/apt,69,3,22,2022-09-28,0.54,2,230,9,Exempt
33315716,NEW!! Bela Baixa apartment (1BR),250961027,Jazz,Lisboa,Santa Maria Maior,38.70974,-9.13576,Entire home/apt,111,3,58,2022-11-18,1.30,1,365,33,84239/AL
32868646,"Casa da Praia | Apt w/pool, 2 min walk to Beach",94989189,Jessica,Mafra,Ericeira,38.97176,-9.41729,Entire home/apt,70,1,72,2022-10-17,1.63,3,347,22,95393/AL
33138540,Casa do Vale,249498365,Ricardo,Mafra,Santo Isidoro,38.99214,-9.39707,Entire home/apt,86,3,21,2022-10-09,0.55,1,222,9,103388/AL
33322243,Sunlit Bedroom with Balcony in the City Centre,1208572,Felipe,Lisboa,Arroios,38.73179,-9.13356,Private room,26,1,33,2022-11-11,0.73,23,313,18,45811/AL
32879933,FLH Marquês Charming Flat II,3953109,Feels Like Home,Lisboa,Arroios,38.73129,-9.14449,Entire home/apt,97,1,21,2022-11-12,0.47,313,325,9,94795/AL
33332667,Casa de Alfama,108287960,Maria José,Lisboa,Santa Maria Maior,38.71098,-9.12979,Entire home/apt,47,1,302,2022-12-02,6.71,1,113,96,53880
33333374,BLUE ROOM - STANDARD DOUBLE,6330572,Quinta De São Thiago,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79607,-9.41457,Hotel room,92,2,11,2022-11-03,0.27,9,256,4,1085
33333385,CHINESE ROOM - SUPERIOR TWIN,6330572,Quinta De São Thiago,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79609,-9.41306,Hotel room,104,2,10,2022-11-04,0.69,9,256,8,1085
33333392,PINK ROOM - SUPERIOR TWIN,6330572,Quinta De São Thiago,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79674,-9.41441,Hotel room,121,2,4,2022-09-06,0.14,9,263,2,1085
33333402,GREEN ROOM - SUPERIOR DOUBLE,6330572,Quinta De São Thiago,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79544,-9.4142,Hotel room,121,2,2,2022-04-16,0.09,9,259,1,1085
33153604,Central Lisbon Apartment (entire apartment),227057293,Bruno,Lisboa,Avenidas Novas,38.73014,-9.14887,Entire home/apt,29,4,48,2021-03-25,1.07,1,0,0,93379/AL
33333412,SUITE,6330572,Quinta De São Thiago,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79508,-9.41477,Hotel room,127,2,1,2021-11-01,0.07,9,254,0,1085
33333422,FAMILY SUITE - ANGELS AND FLOWERS,6330572,Quinta De São Thiago,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79501,-9.41485,Hotel room,155,2,18,2022-11-25,0.97,9,258,16,1085
33166870,Lady Madonna| Time Out Market | 100sqm| Tempur bed,22370159,Misha'S,Lisboa,Misericrdia,38.70924,-9.15075,Entire home/apt,148,1,58,2022-11-20,1.35,34,255,32,74924/AL
32883092,Traditionelles Landhaus - Casa da Adega,247376371,Thomas,Cadaval,Cadaval e Pro Moniz,39.22129,-9.15875,Entire home/apt,71,2,4,2020-08-08,0.09,2,362,0,8024
32884901,"THE CASTLE HOME - 360º River, City & Castle Views",247406621,Portugal Villas,Lisboa,Santa Maria Maior,38.71347,-9.1323,Entire home/apt,125,3,95,2022-09-19,2.20,2,0,26,77679/AL
33333437,FAMILY SUITE - SINTRA,6330572,Quinta De São Thiago,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79476,-9.41456,Hotel room,190,2,2,2022-08-11,0.39,9,264,2,1085
32885127,Casa Pescador by ACasaDasCasas,170772126,Holidays In Ericeira,Mafra,Ericeira,38.96591,-9.4173,Entire home/apt,95,1,19,2022-10-01,0.42,38,308,6,26042/AL
33334112,Ferienwohnung Meerblick Atalaia,75357671,Juliane,Lourinh,Lourinh e Atalaia,39.23432,-9.33139,Entire home/apt,80,4,7,2022-08-27,0.25,1,363,5,Exempt
32887035,"HS22 Central Anjos Apartment, perfect for families",37026824,João,Lisboa,Penha de Frana,38.72445,-9.13117,Entire home/apt,45,2,127,2022-12-05,2.78,1,158,58,89513/AL
32890000,Portuguese Love Affair I,247441886,Gil,Lisboa,Estrela,38.709194,-9.156683,Private room,21,3,139,2022-12-12,3.06,2,347,44,49125/AL
33179882,Palm Guesthouse,152854735,Luis,Cascais,Cascais e Estoril,38.69993,-9.42157,Private room,81,5,0,,,5,197,0,18808/AL
33334280,Olá Lisbon - Lapa with Panoramic view I,62521369,Maria,Lisboa,Estrela,38.70619,-9.16647,Entire home/apt,75,1,82,2022-12-07,1.81,33,88,20,90661/AL
32893546,Travel Themed Home Office ✈ Desk • Loft • Balcony,46122724,Dário,Lisboa,Penha de Frana,38.72958,-9.131164,Entire home/apt,123,2,95,2022-12-03,2.10,2,192,34,70562/AL
33334903,Lisbon Downtown Tiles Apartment,270296693,João,Lisboa,Misericrdia,38.71272,-9.14443,Entire home/apt,155,3,8,2022-10-19,0.20,13,0,7,86090/AL
33335205,BRAND NEW| Alfama | River View,110649746,Vivi,Lisboa,So Vicente,38.71895,-9.12253,Entire home/apt,179,2,9,2022-10-25,0.21,9,359,8,33140/AL
33180052,ALTIDO Nice & Cozy 2-BR Apartment in Cascais,249814734,Denise,Cascais,Cascais e Estoril,38.7019,-9.42212,Entire home/apt,110,2,16,2019-10-23,0.36,2,0,0,89818/AL
33335825,Hilltop Apartment with a Scenic View over Tagus River,201851103,Mário,Lisboa,So Vicente,38.7173,-9.12756,Entire home/apt,73,3,79,2022-11-25,1.76,3,79,31,87816/AL
33180474,Ericeira Surfing Holiday Flat/ 2mins walk to beach,249698029,Li,Mafra,Ericeira,38.96095,-9.41634,Entire home/apt,95,3,44,2022-09-17,0.97,1,179,9,91910/AL
32894948,Amazing apartment on the beach,247476786,Gonçalo,Lourinh,Lourinh e Atalaia,39.26698,-9.33506,Entire home/apt,65,4,58,2022-11-12,1.36,1,159,20,91347/AL
33343404,JJ Apartments - Combro 2,16379863,Joana & João,Lisboa,Misericrdia,38.7101,-9.14857,Entire home/apt,100,2,58,2022-09-14,1.29,4,344,26,7442/AL
33343540,Duques villa apart.10 garden/parking,235012325,Duques Villa,Lisboa,Penha de Frana,38.72507,-9.11725,Entire home/apt,102,2,62,2022-11-15,1.39,8,100,24,79708/AL
33355149,Palm Guesthouse,152854735,Luis,Cascais,Cascais e Estoril,38.70013,-9.42212,Private room,70,5,4,2019-09-18,0.10,5,197,0,18808/AL
32899324,Central Lisbon Studio by Timelystay,123366549,Miguel,Lisboa,Santa Maria Maior,38.71662,-9.13387,Entire home/apt,46,3,65,2022-08-02,1.47,9,62,10,28347/AL
32899482,Central Mezzanine Studio by Timelystay,123366549,Miguel,Lisboa,Santa Maria Maior,38.71551,-9.13397,Entire home/apt,84,2,68,2022-11-26,1.53,9,179,12,28579/AL
32907895,2 bedrooms in front of the Fado Museum in Alfama,10366974,Adelaide & Paulo,Lisboa,Santa Maria Maior,38.711422,-9.127701,Private room,90,3,40,2022-11-24,0.99,15,360,35,29391/AL
32911736,Ninho Saloio | Suite Familiar,222406082,Marisa,Mafra,Venda do Pinheiro e Santo Estvo das Gals,38.92442,-9.23297,Private room,110,1,2,2020-10-29,0.07,3,0,0,85693/AL
33182594,2 appart AB pour 6 p# Best Location#Rare 💕,49400713,Pascal,Lisboa,Santa Maria Maior,38.71199,-9.12758,Entire home/apt,140,3,0,,,7,342,0,18687/AL et 18697/AL
33185161,♥2 appartements BC pour 6 p#Best Location#Rare♥️.,49400713,Pascal,Lisboa,Santa Maria Maior,38.71203,-9.12759,Entire home/apt,150,3,4,2022-09-19,0.28,7,326,2,18697/AL et 18701/AL
33355365,Palm Guestehouse,152854735,Luis,Cascais,Cascais e Estoril,38.70003,-9.42059,Private room,55,5,0,,,5,122,0,18808/AL
33186628,Sunny apartment in Baixa,7167173,Sandra,Lisboa,Santa Maria Maior,38.70876,-9.13563,Entire home/apt,75,3,78,2022-12-14,1.76,5,232,34,20197/AL
33356722,Palm Guesthouse,152854735,Luis,Cascais,Cascais e Estoril,38.7013,-9.41992,Private room,75,5,0,,,5,197,0,18808/AL
33364854,ALTIDO Cosy 2BR flat w/River View at the heart of Alfama,1756107,Altido,Lisboa,Santa Maria Maior,38.71277,-9.12888,Entire home/apt,60,1,13,2020-03-23,0.30,228,0,0,60441/AL
32936365,Apartamento T2 com vista a praia Estoril e Cascais,237253359,Ivone,Cascais,Alcabideche,38.72818,-9.40883,Entire home/apt,85,2,27,2021-09-05,0.61,1,349,0,Exempt
33366716,Huge Sunny 3Bedroom Apartment in Príncipe Real!,1593947,Nuno,Lisboa,Santo Antnio,38.71716,-9.14679,Entire home/apt,139,4,6,2019-11-17,0.13,12,26,0,86162/AL
33369176,Beach house with garden,223485946,Andre,Sintra,So Joo das Lampas e Terrugem,38.87596,-9.42512,Entire home/apt,61,2,20,2022-09-18,0.47,1,330,10,94570/AL
32938499,BED&SHOWER SELF CHECK-IN: Double Room/Shared Bath,8333365,Luis,Loures,Moscavide e Portela,38.77996,-9.10238,Private room,32,3,60,2022-12-04,1.34,4,96,17,81407/AL
33187675,Swallow House Lisbon Center,249861961,Ana E Cláudio,Lisboa,Misericrdia,38.71103,-9.14979,Entire home/apt,70,2,31,2020-01-01,0.71,1,136,0,88277/AL
33372336,Villa Emilia,89800848,Lionel,Lourinh,Santa Brbara,39.200626,-9.304399,Entire home/apt,112,5,8,2022-10-16,1.38,1,281,8,127268/AL
33192810,My Beato Apartment,126435472,Íris,Lisboa,Beato,38.73816,-9.11895,Entire home/apt,55,1,58,2022-08-25,1.30,2,166,24,19295/2019
32938926,BED&SHOWER SELF CHECK-IN: Twin Room/Shared Bath,8333365,Luis,Loures,Moscavide e Portela,38.78005,-9.10439,Private room,32,3,26,2022-12-02,0.69,4,105,10,81407/AL
33373019,Carcavelos Apartment III,138942093,João,Cascais,Carcavelos e Parede,38.6877,-9.34281,Entire home/apt,49,2,13,2021-06-20,0.29,3,0,0,92521/AL
32939230,BED&SHOWER SELF CHECK-IN: Queen Room/Shared Bath,8333365,Luis,Loures,Moscavide e Portela,38.78003,-9.10454,Private room,33,3,42,2022-11-06,0.93,4,83,11,81407/AL
33195817,Kingsize Family Lx Downtown Apartment,15826725,Anabela & Hugo,Lisboa,Santa Maria Maior,38.71717,-9.13441,Entire home/apt,157,2,81,2022-11-15,1.85,17,163,20,79539/AL
33373103,New Studio Overlooking Rossio,18063509,Isabel,Lisboa,Santa Maria Maior,38.71477,-9.13952,Entire home/apt,50,1,123,2022-11-14,2.72,13,152,33,AL86746
33207465,♥1 immeuble (3 appt) pour 10-Best Location- Rare♥️,49400713,Pascal,Lisboa,Santa Maria Maior,38.71204,-9.12758,Entire home/apt,300,3,6,2022-06-26,0.48,7,326,5,18697/AL et 18687/Al et 18701/AL
33209202,Anjos Dreamhouse@ AC/ Terrace/ Parking/ Elevator,59156390,Maria,Lisboa,Arroios,38.72839,-9.1345,Entire home/apt,72,2,167,2022-12-11,3.68,20,96,59,93098/AL
33382488,Lovely Tagus - Janelas Verdes Gem (Clean & Safe),7393275,Ana,Lisboa,Estrela,38.70616,-9.16379,Entire home/apt,45,2,92,2022-11-07,2.09,5,67,31,91986/AL
33216112,FLH Príncipe Real Cozy Flat I,3953109,Feels Like Home,Lisboa,Santo Antnio,38.71742,-9.14768,Entire home/apt,62,1,4,2021-10-19,0.09,313,314,0,88357/AL
33388540,Spacious Bedroom w/ Private Bathroom & Balcony,1208572,Felipe,Lisboa,Arroios,38.73318,-9.13205,Private room,25,1,52,2022-11-17,1.15,23,293,28,45811/AL
33390804,Brand New Downtown Apartment,27546271,Luís,Lisboa,Misericrdia,38.70851,-9.15046,Entire home/apt,54,3,14,2019-12-20,0.31,6,102,0,86254/AL
33218082,FLH Príncipe Real Cozy Flat II,3953109,Feels Like Home,Lisboa,Santo Antnio,38.71613,-9.14729,Entire home/apt,62,1,23,2022-08-28,0.52,313,341,10,88358/AL
33223704,Classic Windmill Cozy Space,227660626,Stefan,Loures,Bucelas,38.9268,-9.11393,Entire home/apt,100,2,0,,,1,0,0,Exempt
32939368,BED&SHOWER SELF CHECKIN: Familiar Room/Shared Bath,8333365,Luis,Loures,Moscavide e Portela,38.78042,-9.10368,Private room,53,3,34,2022-10-05,0.74,4,99,8,81407/AL
32940151,Amazing Flat- Pool and Parking,65122532,Alexandra,Lisboa,Parque das Naes,38.76342,-9.10304,Entire home/apt,93,2,122,2022-12-13,2.66,16,133,46,94836/AL
33395349,"Palace Collection 2, Bairro Alto",239970400,Palace Collection,Lisboa,Misericrdia,38.71005,-9.15022,Entire home/apt,111,3,84,2022-12-02,1.87,3,308,50,11881/AL
33411279,"Renovated & Light Filled Near Belém, by TimeCooler",21019651,Elsa And Rui,Lisboa,Alcntara,38.70285,-9.19069,Entire home/apt,86,1,122,2022-12-09,2.74,29,340,45,93668/AL
32951599,Ericeira cozy house with garden,8875640,Maria,Mafra,Ericeira,38.96577,-9.41411,Entire home/apt,75,3,27,2022-08-31,0.62,4,336,5,14644
33225419,Sunset feelings,110026320,Mafalda,Cascais,Cascais e Estoril,38.69783,-9.44391,Entire home/apt,55,3,26,2020-08-29,0.59,1,0,0,31626/AL
33226445,Luxury Loft - Friends’ Sweet Home,15826725,Anabela & Hugo,Lisboa,Arroios,38.72195,-9.1393,Entire home/apt,93,2,69,2022-11-20,1.55,17,177,36,93581/AL
33234211,Amplio apartamento c/ vista cerca de Principe Real,26944307,My Fair Lisbon,Lisboa,Misericrdia,38.71323,-9.14785,Entire home/apt,223,3,72,2022-11-14,1.60,31,63,25,86358/AL
33412766,"Sunny, bright, and petit apartment in Estrela",39044678,Maria Rita,Lisboa,Campo de Ourique,38.71646,-9.15556,Entire home/apt,73,30,38,2022-09-10,0.85,2,8,7,78904/AL
33238266,Stylish apartment between Lisbon and Caiscais,250268547,Casa Alegre,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.70245,-9.23157,Entire home/apt,85,180,1,2019-07-31,0.02,1,0,0,94217/AL
33413756,Estoril Sea View 2qtos (4pax) Tamariz Beach,251714564,Francisco,Cascais,Cascais e Estoril,38.70265,-9.3966,Entire home/apt,150,4,5,2021-08-21,0.12,1,46,0,8587/AL
33243645,SV Luxury Flat,250306518,Maria,Lisboa,Parque das Naes,38.78286,-9.0976,Entire home/apt,130,2,2,2019-10-25,0.05,1,0,0,26230/AL
32955452,«ALFAMA NEST» 2 - Apartment studio,108664863,Carla,Lisboa,Santa Maria Maior,38.71175,-9.12554,Entire home/apt,46,5,39,2022-11-25,0.87,4,344,29,215/UT/2010
33414304,Downtown 2 bedrooms duplex apartment with terrace,181670040,Level STR,Lisboa,Santa Maria Maior,38.71024,-9.1392,Entire home/apt,167,2,76,2022-11-04,1.75,4,149,44,75864/AL
32960917,"Loft, Carcavelos-Parede",74003980,Isabel & Luis,Cascais,Carcavelos e Parede,38.69496,-9.35119,Entire home/apt,59,3,30,2022-08-31,0.69,1,339,12,001/7590
32961784,"Vila Queirós, 6 - Estúdio coração de Lisboa - 0D",97800475,Cláudia E José,Lisboa,Arroios,38.72497,-9.13214,Entire home/apt,46,3,104,2022-12-11,2.30,6,129,30,37132/AL
33246888,Nice single room close to Alfama & Graça,4278975,Patricia,Lisboa,So Vicente,38.71656,-9.12582,Private room,30,3,14,2022-12-07,0.31,1,360,5,Exempt
33247449,VW T4 EcoVan Eduardo,105525214,Mario,Mafra,Ericeira,38.96279,-9.41633,Entire home/apt,79,2,21,2022-09-27,0.46,2,291,7,Exempt
33247517,Condominio fechado e varanda privativa.,65122532,Alexandra,Lisboa,Penha de Frana,38.7242,-9.13046,Entire home/apt,97,2,162,2022-12-15,3.59,16,81,59,94793/AL
33247775,Carcavelos Sol by Lisbon-Coast vacation,5360113,Lisbon Coast Vacation,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68112,-9.32187,Entire home/apt,207,5,4,2022-08-25,0.10,4,0,2,94220/AL
32971531,Central Lisbon Apartment with Balcony,187457915,Maria,Lisboa,Arroios,38.72144,-9.13775,Entire home/apt,37,2,83,2020-08-31,1.86,5,292,0,89929/AL
33416492,Bela Vista II - Lissabon Altstadt,228869638,Céu,Lisboa,Estrela,38.7133,-9.15846,Entire home/apt,74,2,53,2022-12-04,1.29,25,351,33,1721/AL
32973459,NEW - Santa Catarina's Enchanted Home,114669315,Catarina,Lisboa,Misericrdia,38.71032,-9.14771,Entire home/apt,202,3,50,2020-08-02,1.11,4,227,0,69779/AL
33248800,SUÍTE JUNTO AO RIO COM P. ALMOÇO DELICIOSO,155427788,Margarida,Lisboa,Parque das Naes,38.75787,-9.09375,Private room,60,2,12,2022-08-25,0.27,5,269,3,Exempt
33416872,Alojamento Pinhal - Ericeira,189728144,Nuno,Mafra,Encarnao,39.01857,-9.41909,Entire home/apt,99,7,4,2022-05-26,0.09,2,177,1,71620/AL
33249565,Casa Sol,227800081,Nani,Cascais,Cascais e Estoril,38.71039,-9.43467,Entire home/apt,91,6,0,,,1,109,0,74099/AL
33422566,FLH Alameda Charming Flat II,3953109,Feels Like Home,Lisboa,Areeiro,38.7376,-9.12967,Entire home/apt,67,1,20,2019-11-02,0.45,313,0,0,67801/AL
33257630,Luxury Prime Location Great for Family & Friends,4183642,Susan,Lisboa,Santa Maria Maior,38.71022,-9.1358,Entire home/apt,125,1,34,2022-11-22,0.80,2,230,22,Al 73957
33423368,Sunny Charming Room | Single Room | Self Check-in,10104097,Ana,Lisboa,Arroios,38.72723,-9.13395,Private room,24,2,68,2022-11-18,1.50,5,360,27,31456/AL
33424788,Baixa/Rossio ★ Castle view ★ Free parking!  m1,1029524,Luis,Lisboa,Santa Maria Maior,38.71645,-9.1368,Entire home/apt,85,3,211,2022-12-14,4.69,21,328,67,92998/AL
33441432,BOA LISBOA vintage room .,29411085,Yiguang,Lisboa,Arroios,38.72516,-9.13447,Private room,30,2,20,2022-07-20,0.46,3,0,2,60980/AL
32976368,Stay in Tranquil Flat in Alfama near Sé and Castle,248182668,Salvador,Lisboa,Santa Maria Maior,38.71025,-9.13048,Entire home/apt,65,3,109,2022-12-01,2.41,3,347,32,53970/AL
33444455,Moroccan Room (City Center),1208572,Felipe,Lisboa,Arroios,38.73039,-9.13632,Private room,35,1,9,2022-11-01,0.20,23,199,3,45811/AL
32976487,Charming Apartment in the center of Lisbon,32252615,Joana,Lisboa,Campo de Ourique,38.71732,-9.16525,Entire home/apt,136,3,32,2022-10-31,0.72,1,244,15,Exempt
32976711,Room with balcony,55700804,Filipa,Lisboa,Beato,38.7319,-9.11311,Private room,15,28,6,2022-09-22,0.15,2,12,5,Exempt
33259477,Férias no Bairro #2,84474529,José,Lisboa,Avenidas Novas,38.74593,-9.15712,Entire home/apt,100,3,11,2022-07-21,0.76,2,332,7,92649/AL
33450559,Santo António Houses Mouraria 2,97554335,Casas De Santo António,Lisboa,Santa Maria Maior,38.71653,-9.13352,Entire home/apt,48,2,43,2021-11-15,0.96,2,1,0,81670/AL
33262116,River Apartment,139713968,Filipe,Lisboa,Belm,38.69396,-9.21316,Entire home/apt,75,3,39,2021-01-08,0.93,2,152,0,98148/AL
33451057,Charming apartment in Alfama with river view,252005896,Daniela,Lisboa,Santa Maria Maior,38.70834,-9.12961,Entire home/apt,146,2,90,2022-11-07,2.00,1,227,31,58901/AL
33263648,GuestReady - Stunning Vista of Tagus River,402191311,GuestReady,Lisboa,So Vicente,38.71936,-9.12277,Entire home/apt,65,2,72,2022-09-16,1.61,101,0,23,87209/AL
33265909,♥2 appartements AC pour 8 p# Best Location# Rare❤.,49400713,Pascal,Lisboa,Santa Maria Maior,38.71199,-9.12758,Entire home/apt,180,3,2,2022-08-06,0.24,7,334,2,18687/AL et 18701/AL
32982733,Casa Praia São Sebastião - Ericeira,248226304,Maria,Mafra,Ericeira,38.9689,-9.4178,Entire home/apt,62,3,11,2022-12-10,0.27,1,261,8,91348/AL
33460323,"2 Be Part 2 - Bairro Alto
With A/C",191506317,Carlos,Lisboa,Misericrdia,38.71266,-9.14384,Entire home/apt,69,2,158,2022-11-27,3.83,2,210,72,72500/AL
33461195,"Renovated Charming Apt With Patio, by TimeCooler",74171605,Rui & Elsa,Lisboa,So Vicente,38.7193,-9.12998,Entire home/apt,64,2,175,2022-12-13,3.91,27,324,75,90490/AL
33469436,The Heart of Lisbon´s City Center,47534128,Gustavo,Lisboa,Avenidas Novas,38.73523,-9.15178,Entire home/apt,74,5,59,2022-11-30,1.33,2,322,20,61968/AL
